MASV1,F_MAKH,F_TENLOP,F_KHOI,F_MANG,F_TENNGVN
85523335,CK,CK11CK09,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
33730814,CK,CK11CK10,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
17424288,CK,CK11CK05,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
41604981,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
44305298,CK,CK11CK13,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
7528915,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
55828512,CK,CK11CK12,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
35836811,CK,CK11CK03,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
14910112,CK,CK11CK11,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
108320,CK,CK11CK12,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
26927514,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
27608671,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
75182990,CK,CK11CK09,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
91738270,CK,CK11CK04,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
77105445,CK,CK11CK13,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
24841150,CK,CK11CK08,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
4377603,CK,CK11CK13,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
28168746,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
92305949,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
16148584,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
47494808,CK,CK11CK03,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
43134623,CK,CK11CK12,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
53428589,CK,CK11CK09,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
3323219,CK,CK11CK04,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
54899851,CK,CK11CK04,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
9456088,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
26198816,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
62255596,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
92583500,CK,CK11CK11,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
33913557,CK,CK11CK10,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
9392354,CK,CK11CK05,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
23199326,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
9392446,CK,CK11CK13,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
43154558,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
99930729,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
98356637,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
72487766,CK,CK11CTM1,DHCKKTC11,KTC,Kỹ thuật Chế tạo
79245347,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
89216081,CK,CK11CK11,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
99205967,CK,CK11CK06,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
48567275,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
60381031,CK,CK11CK05,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
12291871,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
31850511,CK,CK11CK13,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
56962513,CK,CK11CK11,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
95985924,CK,CK11CK12,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
89044289,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
54517626,CK,CK11CK06,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
28372943,CK,CK11CK04,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
88872282,CK,CK13CK08,DHCKCKI13,CKI,Cơ khí-Cơ điện tử
85782584,BD,BD13CN04,CDBDBDC13,BDC,Bảo dưỡng CN
44006104,BD,BD13CN03,CDBDBDC13,BDC,Bảo dưỡng CN
57418683,BD,BD13CN04,CDBDBDC13,BDC,Bảo dưỡng CN
55069143,DC,DC08DK,DHDCDDK08,DDK,Địa chất dầu khí
17974787,DC,DC0903,DHDCDIA09,DIA,Địa chất-Dầu khí
26625120,DC,DC0901,DHDCDIA09,DIA,Địa chất-Dầu khí
62694385,DC,DC0902,DHDCDIA09,DIA,Địa chất-Dầu khí
92957544,DC,DC10DK,DHDCDDK10,DDK,Địa chất dầu khí
9433473,DC,DC1003,DHDCDIA10,DIA,Địa chất-Dầu khí
91783369,DC,DC1005,DHDCDIA10,DIA,Địa chất-Dầu khí
79682597,DC,DC1102,DHDCDIA11,DIA,Địa chất-Dầu khí
87758445,DC,DC1104,DHDCDIA11,DIA,Địa chất-Dầu khí
22890578,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
83613638,DC,DC1101,DHDCDIA11,DIA,Địa chất-Dầu khí
9836254,DC,DC1104,DHDCDIA11,DIA,Địa chất-Dầu khí
22703500,DC,DC1104,DHDCDIA11,DIA,Địa chất-Dầu khí
90208559,DC,DC1104,DHDCDIA11,DIA,Địa chất-Dầu khí
16690921,DC,DC1101,DHDCDIA11,DIA,Địa chất-Dầu khí
74939494,DC,DC1101,DHDCDIA11,DIA,Địa chất-Dầu khí
82890076,DC,DC1103,DHDCDIA11,DIA,Địa chất-Dầu khí
69600125,DC,DC11KK,DHDCCNK11,CNK,Khoan & Khai thác DK
13608148,DC,DC11DK,DHDCDDK11,DDK,Địa chất dầu khí
10356217,DC,DC11DK,DHDCDDK11,DDK,Địa chất dầu khí
86606395,VP,VP2008/1,DHVPVPP08,VPP,KS CLC Việt Pháp
25281641,VP,VP2008/2,DHVPVPP08,VPP,KS CLC Việt Pháp
72292973,DD,DD09LT02,DHDDDDT09,DDT,Điện - Điện tử
38858025,DD,DD09LT06,DHDDDDT09,DDT,Điện - Điện tử
23990737,DD,DD09LT07,DHDDDDT09,DDT,Điện - Điện tử
84106851,DD,DD09KTD4,DHDDKTD09,KTD,Điện năng
47838810,DD,DD09LT09,DHDDDDT09,DDT,Điện - Điện tử
45045243,DD,DD09LT10,DHDDDDT09,DDT,Điện - Điện tử
30334805,DD,DD09LT10,DHDDDDT09,DDT,Điện - Điện tử
36127636,DD,DD09LT04,DHDDDDT09,DDT,Điện - Điện tử
48437118,DD,DD09LT09,DHDDDDT09,DDT,Điện - Điện tử
77410289,DD,DD10BK02,DHDDDDT10,DDT,Điện - Điện tử
33610191,DD,DD10LT04,DHDDDDT10,DDT,Điện - Điện tử
69083456,DD,DD10BK02,DHDDDDT10,DDT,Điện - Điện tử
9141245,DD,DD10LT01,DHDDDDT10,DDT,Điện - Điện tử
18047672,DD,DD10LT11,DHDDDDT10,DDT,Điện - Điện tử
43828363,DD,DD10LT10,DHDDDDT10,DDT,Điện - Điện tử
4405971,DD,DD10LT03,DHDDDDT10,DDT,Điện - Điện tử
83677547,DD,DD10KSTD,DHDDTTN10,TTN,ĐKhiển Tự Động (TN)
62884630,DD,DD10BK01,DHDDDDT10,DDT,Điện - Điện tử
38228915,DD,DD10LT02,DHDDDDT10,DDT,Điện - Điện tử
33973855,DD,DD10LT06,DHDDDDT10,DDT,Điện - Điện tử
62957863,DD,DD10LT06,DHDDDDT10,DDT,Điện - Điện tử
97152999,DD,DD10DV6,DHDDDVT10,DVT,KT ĐiệnTử -ViễnThông
33592654,DD,DD10LT11,DHDDDDT10,DDT,Điện - Điện tử
57150166,DD,DD10LT05,DHDDDDT10,DDT,Điện - Điện tử
94881868,DD,DD10LT10,DHDDDDT10,DDT,Điện - Điện tử
94060706,DD,DD10LT12,DHDDDDT10,DDT,Điện - Điện tử
7977957,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
98925519,DD,DD11LT07,DHDDDDT11,DDT,Điện - Điện tử
93648871,DD,DD11LT07,DHDDDDT11,DDT,Điện - Điện tử
31065199,DD,DD11LT01,DHDDDDT11,DDT,Điện - Điện tử
21504594,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
79319082,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
18171303,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
66638127,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
36705609,DD,DD11LT01,DHDDDDT11,DDT,Điện - Điện tử
96219759,DD,DD11LT09,DHDDDDT11,DDT,Điện - Điện tử
35212974,DD,DD11LT13,DHDDDDT11,DDT,Điện - Điện tử
53385004,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
10907018,DD,DD11LT08,DHDDDDT11,DDT,Điện - Điện tử
9118069,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
87085558,DD,DD11LT12,DHDDDDT11,DDT,Điện - Điện tử
4391240,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
5678629,DD,DD11LT03,DHDDDDT11,DDT,Điện - Điện tử
23088439,DD,DD11LT09,DHDDDDT11,DDT,Điện - Điện tử
81794722,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
27592653,DD,DD11LT08,DHDDDDT11,DDT,Điện - Điện tử
20955617,DD,DD11KSVT,DHDDVTN11,VTN,Điện Tử -VThông (TN)
64540495,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
93812022,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
74992396,DD,DD11LT07,DHDDDDT11,DDT,Điện - Điện tử
42918963,DD,DD11LT03,DHDDDDT11,DDT,Điện - Điện tử
60352025,DD,DD11LT08,DHDDDDT11,DDT,Điện - Điện tử
21252719,DD,DD11LT09,DHDDDDT11,DDT,Điện - Điện tử
81080124,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
1573660,DD,DD11LT09,DHDDDDT11,DDT,Điện - Điện tử
36702717,DD,DD11LT12,DHDDDDT11,DDT,Điện - Điện tử
16593998,DD,DD11LT02,DHDDDDT11,DDT,Điện - Điện tử
37303361,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
6423645,DD,DD11LT13,DHDDDDT11,DDT,Điện - Điện tử
95360933,DD,DD11LT04,DHDDDDT11,DDT,Điện - Điện tử
91729430,DD,DD11LT13,DHDDDDT11,DDT,Điện - Điện tử
7842165,DD,DD11LT12,DHDDDDT11,DDT,Điện - Điện tử
72592051,DD,DD11BK02,DHDDDDT11,DDT,Điện - Điện tử
41851695,DD,DD11LT10,DHDDDDT11,DDT,Điện - Điện tử
26019349,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
47782707,DD,DD11LT02,DHDDDDT11,DDT,Điện - Điện tử
63779921,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
52226837,DD,DD11LT04,DHDDDDT11,DDT,Điện - Điện tử
84595552,DD,DD11LT02,DHDDDDT11,DDT,Điện - Điện tử
11231620,DD,DD11LT03,DHDDDDT11,DDT,Điện - Điện tử
46188313,DD,DD11LT08,DHDDDDT11,DDT,Điện - Điện tử
838667,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
5679052,DD,DD11LT12,DHDDDDT11,DDT,Điện - Điện tử
88407519,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
34291657,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
95601691,PD,CT12TIEN,DHTTIEN12,IEN,Hệ thống Năng lượng
12305000,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
35133513,DD,DD12B201,DHDDDD212,DD2,Điện - Điện tử (B2)
38060474,DD,DD13B2KD,DHDDDN213,DN2,Điện năng (B2)
541721,MT,MT0904,DHMTCTT09,CTT,MT&CôngNghệ ThôngTin
17310986,MT,MT0907,DHMTCTT09,CTT,MT&CôngNghệ ThôngTin
99625716,MT,MT1006,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
49253527,MT,MT1004,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
15763583,MT,MT1002,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
18708227,MT,MT1006,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
10442919,MT,MT1005,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
96085007,MT,MT1108,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
2169534,MT,MT1104,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
65024991,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
5825885,MT,MT1103,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
59114830,MT,MT1108,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
68843381,MT,MT1104,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
44407978,MT,MT1103,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
44536937,MT,MT1103,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
86913241,MT,MT1105,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
96445113,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
73374787,MT,MT1108,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
50407207,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
69372935,MT,MT1106,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
8661729,MT,MT1103,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
67220695,MT,MT1104,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
13737009,MT,MT1105,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
23913654,MT,MT1107,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
75820359,MT,MT1107,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
88948802,HC,HC09HC02,DHHCHOA09,HOA,CN Hóa học &ThựcPhẩm
16245628,VP,VP2009/2,DHVPVPP09,VPP,KS CLC Việt Pháp
39696914,HC,HC09HC02,DHHCHOA09,HOA,CN Hóa học &ThựcPhẩm
18383661,HC,HC09HC03,DHHCHOA09,HOA,CN Hóa học &ThựcPhẩm
78854630,HC,HC09HC08,DHHCHOA09,HOA,CN Hóa học &ThựcPhẩm
51346935,HC,HC10HC02,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
63793669,HC,HC10HC05,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
50601656,HC,HC10HC03,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
92410512,HC,HC10HC06,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
38213029,HC,HC10VS,DHHCHVC10,HVC,Kỹ thuật Hóa Vô cơ
54114158,HC,HC10HC05,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
76478174,HC,HC10HC11,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
91078931,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
74654821,HC,HC11HC04,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
9755026,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
99384370,HC,HC11HC07,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
95067083,HC,HC11HC08,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
35560438,HC,HC11HC07,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
99948739,HC,HC11HC10,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
57135266,HC,HC11HC08,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
95254085,HC,HC11HC08,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
15471074,HC,HC11HC05,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
94957690,HC,HC11HC07,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
29553835,HC,HC11HC09,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
73808915,HC,HC11HC06,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
25962296,HC,HC11HC10,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
18536111,HC,HC11HC08,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
72243106,HC,HC11HC08,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
39095680,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
88714044,HC,HC11HC11,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
65951075,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
44093282,QL,QL0904,DHQLQCN09,QCN,Quản Lý Công Nghiệp
46946681,QL,QL1004,DHQLQCN10,QCN,Quản Lý Công Nghiệp
5678152,QL,QL1004,DHQLQCN10,QCN,Quản Lý Công Nghiệp
32213609,QL,QL1003,DHQLQCN10,QCN,Quản Lý Công Nghiệp
87270641,QL,QL1004,DHQLQCN10,QCN,Quản Lý Công Nghiệp
35233575,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
20424408,QL,QL1102,DHQLQCN11,QCN,Quản Lý Công Nghiệp
76799641,QL,QL1103,DHQLQCN11,QCN,Quản Lý Công Nghiệp
54655557,QL,QL1102,DHQLQCN11,QCN,Quản Lý Công Nghiệp
17384020,QL,QL1102,DHQLQCN11,QCN,Quản Lý Công Nghiệp
26148590,QL,QL1103,DHQLQCN11,QCN,Quản Lý Công Nghiệp
72337307,QL,QL1103,DHQLQCN11,QCN,Quản Lý Công Nghiệp
88638490,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
6919151,QL,QL1103,DHQLQCN11,QCN,Quản Lý Công Nghiệp
16543553,QL,QL1102,DHQLQCN11,QCN,Quản Lý Công Nghiệp
30479060,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
92537593,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
49585932,QL,QL1102,DHQLQCN11,QCN,Quản Lý Công Nghiệp
94814216,QL,QL1102,DHQLQCN11,QCN,Quản Lý Công Nghiệp
88783998,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
19670288,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
5641441,QL,QL1201,DHQLQCN12,QCN,Quản Lý Công Nghiệp
69036711,XD,XD08VL2,DHXDVXD08,VXD,Vật liệu Xây dựng
82309781,XD,XD09TL1,DHXDKTN09,KTN,Th.Lợi-Th.Điện-CTN
95364145,XD,XD09TD1,DHXDTDI09,TDI,KT Trắc địa - Bản đồ
40646481,XD,XD09XD04,DHXDXDG09,XDG,Xây dựng
68198184,XD,XD09XD07,DHXDXDG09,XDG,Xây dựng
99580448,XD,XD09XD06,DHXDXDG09,XDG,Xây dựng
28009539,XD,XD09XD05,DHXDXDG09,XDG,Xây dựng
53894402,XD,XD09XD09,DHXDXDG09,XDG,Xây dựng
89645461,XD,XD09BXD2,DHXDXDG09,XDG,Xây dựng
54087782,XD,XD09XD10,DHXDXDG09,XDG,Xây dựng
4348377,XD,XD09TD1,DHXDTDI09,TDI,KT Trắc địa - Bản đồ
20648212,XD,XD09XD10,DHXDXDG09,XDG,Xây dựng
50442624,XD,XD09BXD1,DHXDXDG09,XDG,Xây dựng
57994411,XD,XD09TD2,DHXDTDI09,TDI,KT Trắc địa - Bản đồ
92947715,XD,XD09VL3,DHXDVXD09,VXD,Vật liệu Xây dựng
45848445,XD,XD09TD3,DHXDTDI09,TDI,KT Trắc địa - Bản đồ
4584130,XD,XD09VL2,DHXDVXD09,VXD,Vật liệu Xây dựng
69716511,XD,XD09VL2,DHXDVXD09,VXD,Vật liệu Xây dựng
83402452,XD,XD09VL2,DHXDVXD09,VXD,Vật liệu Xây dựng
53286242,XD,XD09TD1,DHXDTDI09,TDI,KT Trắc địa - Bản đồ
44822515,XD,XD09VL3,DHXDVXD09,VXD,Vật liệu Xây dựng
74926746,XD,XD09TD3,DHXDTDI09,TDI,KT Trắc địa - Bản đồ
67618291,XD,XD09TD3,DHXDTDI09,TDI,KT Trắc địa - Bản đồ
19029695,XD,XD09VL3,DHXDVXD09,VXD,Vật liệu Xây dựng
90267802,XD,XD10VL1,DHXDVXD10,VXD,Vật liệu Xây dựng
29393608,XD,XD10XD13,DHXDXDG10,XDG,Xây dựng
32627691,XD,XD10TD2,DHXDTDI10,TDI,KT Trắc địa - Bản đồ
14515548,XD,XD10KT,DHXDKTR10,KTR,Kiến Trúc
52058324,XD,XD10TD2,DHXDTDI10,TDI,KT Trắc địa - Bản đồ
92631180,XD,XD10XD09,DHXDXDG10,XDG,Xây dựng
51474859,XD,XD10TD1,DHXDTDI10,TDI,KT Trắc địa - Bản đồ
43142126,XD,XD10TD1,DHXDTDI10,TDI,KT Trắc địa - Bản đồ
77114295,XD,XD10KT,DHXDKTR10,KTR,Kiến Trúc
29250013,XD,XD10XD12,DHXDXDG10,XDG,Xây dựng
9734083,XD,XD10XD07,DHXDXDG10,XDG,Xây dựng
23970915,XD,XD10KT,DHXDKTR10,KTR,Kiến Trúc
38415116,XD,XD10XD11,DHXDXDG10,XDG,Xây dựng
76930611,XD,XD10XD08,DHXDXDG10,XDG,Xây dựng
56152433,XD,XD10XD08,DHXDXDG10,XDG,Xây dựng
33147765,XD,XD10KT,DHXDKTR10,KTR,Kiến Trúc
20505453,XD,XD10XD08,DHXDXDG10,XDG,Xây dựng
48022963,XD,XD10XD03,DHXDXDG10,XDG,Xây dựng
85850428,XD,XD10TD2,DHXDTDI10,TDI,KT Trắc địa - Bản đồ
50189154,XD,XD10XD06,DHXDXDG10,XDG,Xây dựng
57111394,XD,XD10XD07,DHXDXDG10,XDG,Xây dựng
52799409,XD,XD10TD2,DHXDTDI10,TDI,KT Trắc địa - Bản đồ
1935899,XD,XD10KT,DHXDKTR10,KTR,Kiến Trúc
14308555,XD,XD10BXD1,DHXDXDG10,XDG,Xây dựng
95184358,XD,XD10XD11,DHXDXDG10,XDG,Xây dựng
50646970,XD,XD10XD09,DHXDXDG10,XDG,Xây dựng
88199904,XD,XD10KT,DHXDKTR10,KTR,Kiến Trúc
44784636,XD,XD10BXD2,DHXDXDG10,XDG,Xây dựng
15584644,XD,XD10XD08,DHXDXDG10,XDG,Xây dựng
27219471,XD,XD10B201,DHXDXD210,XD2,Xây dựng (B2)
89044151,XD,XD10B201,DHXDXD210,XD2,Xây dựng (B2)
69488168,XD,XD10B202,DHXDXD210,XD2,Xây dựng (B2)
49803191,XD,XD10B202,DHXDXD210,XD2,Xây dựng (B2)
83725438,XD,XD11TD1,DHXDTDI11,TDI,KT Trắc địa - Bản đồ
51588260,XD,XD11XD11,DHXDXDG11,XDG,Xây dựng
16583039,XD,XD11XD04,DHXDXDG11,XDG,Xây dựng
51077408,XD,XD11XD07,DHXDXDG11,XDG,Xây dựng
87861963,XD,XD11CD1,DHXDCAU11,CAU,Cầu Đường
82005804,XD,XD11VL1,DHXDVXD11,VXD,Vật liệu Xây dựng
6798019,XD,XD11XD07,DHXDXDG11,XDG,Xây dựng
77295043,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
23226601,XD,XD11XD13,DHXDXDG11,XDG,Xây dựng
99716883,XD,XD11XD06,DHXDXDG11,XDG,Xây dựng
19860151,XD,XD11XD08,DHXDXDG11,XDG,Xây dựng
13180219,XD,XD11XD09,DHXDXDG11,XDG,Xây dựng
38609892,XD,XD11XD06,DHXDXDG11,XDG,Xây dựng
6086717,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
2427425,XD,XD11XD03,DHXDXDG11,XDG,Xây dựng
33021382,XD,XD11VL1,DHXDVXD11,VXD,Vật liệu Xây dựng
9695397,XD,XD11XD11,DHXDXDG11,XDG,Xây dựng
28463655,XD,XD11XD06,DHXDXDG11,XDG,Xây dựng
35858949,XD,XD11XD10,DHXDXDG11,XDG,Xây dựng
62135363,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
12416841,XD,XD11XD13,DHXDXDG11,XDG,Xây dựng
56483020,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
28450614,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
75656391,XD,XD11BXD1,DHXDXDG11,XDG,Xây dựng
42434162,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
42970932,XD,XD11VL1,DHXDVXD11,VXD,Vật liệu Xây dựng
57077285,XD,XD11TD2,DHXDTDI11,TDI,KT Trắc địa - Bản đồ
32284045,XD,XD11XD09,DHXDXDG11,XDG,Xây dựng
24976243,XD,XD11XD09,DHXDXDG11,XDG,Xây dựng
39695367,XD,XD11TD1,DHXDTDI11,TDI,KT Trắc địa - Bản đồ
94236374,XD,XD11XD03,DHXDXDG11,XDG,Xây dựng
56327717,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
61936171,XD,XD11XD03,DHXDXDG11,XDG,Xây dựng
26915851,XD,XD11XD09,DHXDXDG11,XDG,Xây dựng
5392345,XD,XD11XD10,DHXDXDG11,XDG,Xây dựng
27910406,XD,XD11XD07,DHXDXDG11,XDG,Xây dựng
36839352,XD,XD11XD07,DHXDXDG11,XDG,Xây dựng
68017612,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
87304882,XD,XD11XD09,DHXDXDG11,XDG,Xây dựng
22206006,XD,XD11XD11,DHXDXDG11,XDG,Xây dựng
70008911,XD,XD11VL1,DHXDVXD11,VXD,Vật liệu Xây dựng
67813770,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
59614570,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
15477910,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
5397630,XD,XD11XD09,DHXDXDG11,XDG,Xây dựng
69192210,XD,XD11XD12,DHXDXDG11,XDG,Xây dựng
92851370,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
30697455,XD,XD11XD12,DHXDXDG11,XDG,Xây dựng
94937538,XD,XD11XD07,DHXDXDG11,XDG,Xây dựng
25576640,XD,XD11XD05,DHXDXDG11,XDG,Xây dựng
5347369,XD,XD11XD04,DHXDXDG11,XDG,Xây dựng
83395257,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
69602726,XD,XD11XD11,DHXDXDG11,XDG,Xây dựng
42122509,XD,XD11TD1,DHXDTDI11,TDI,KT Trắc địa - Bản đồ
93999266,XD,XD11XD07,DHXDXDG11,XDG,Xây dựng
32526266,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
4466678,XD,XD11XD12,DHXDXDG11,XDG,Xây dựng
77413943,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
29621702,XD,XD11XD07,DHXDXDG11,XDG,Xây dựng
37447934,XD,XD11XD08,DHXDXDG11,XDG,Xây dựng
27718957,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
9097566,VP,VP2011/2,DHVPVPP11,VPP,KS CLC Việt Pháp
57931378,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
50713243,XD,XD11XD09,DHXDXDG11,XDG,Xây dựng
91312632,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
59072077,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
2691896,XD,XD11XD10,DHXDXDG11,XDG,Xây dựng
23502415,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
